amount,from_user_id,to_user_id,from_name,to_name,created_at
285.84,16,3,Quinn,David,2023-01-09 23:23:22
869.84,4,14,Eva,Oscar,2023-07-18 01:01:12
209.42,3,8,David,Ivan,2023-03-31 04:30:13
193.31,19,16,Tina,Quinn,2023-12-30 08:02:17
354.09,20,2,Alice,Charlie,2023-02-26 20:33:44
196.15,3,20,David,Alice,2023-07-20 21:26:11
30.62,5,19,Frank,Tina,2023-12-28 08:48:29
345.76,4,13,Eva,Nora,2023-01-08 19:31:34
985.18,18,10,Steve,Kyle,2023-03-26 11:50:20
151.07,16,12,Quinn,Mia,2023-06-23 13:33:01
189.37,2,2,Charlie,Charlie,2023-04-19 09:49:50
302.32,17,4,Rachel,Eva,2023-09-24 15:30:48
744.40,15,17,Paul,Rachel,2023-11-26 03:42:57
187.47,8,4,Ivan,Eva,2023-01-15 15:47:48
239.47,19,3,Tina,David,2023-09-08 21:28:27
801.52,15,13,Paul,Nora,2023-08-05 05:07:15
69.07,16,7,Quinn,Hannah,2023-03-09 11:10:56
912.80,3,3,David,David,2023-09-15 22:43:46
210.82,3,17,David,Rachel,2023-07-14 20:06:54
934.92,16,12,Quinn,Mia,2023-06-29 10:44:18
354.60,15,4,Paul,Eva,2023-06-04 10:01:17
534.58,17,17,Rachel,Rachel,2023-07-20 08:15:47
461.77,3,11,David,Lily,2023-07-30 21:47:02
865.11,20,4,Alice,Eva,2023-02-21 09:43:24
515.02,9,1,Julia,Bob,2023-11-11 22:07:14
356.42,3,13,David,Nora,2023-01-30 14:37:45
664.24,6,17,Grace,Rachel,2023-04-22 17:12:45
